Date,Open,High,Low,Close,Adj Close,Volume
2015-02-02,76.8443832397461,78.37895965576172,76.29682922363281,78.37895965576172,68.3057861328125,909500
2015-02-03,79.40201568603516,80.0648422241211,79.23631286621094,79.9423599243164,69.66827392578125,833700
2015-02-04,79.44524383544922,80.66282653808594,79.40922546386719,80.20172882080078,69.8943099975586,1503300
2015-02-05,80.95101165771484,81.15274047851562,80.3602294921875,80.85014343261719,70.45940399169922,407200
2015-02-06,80.61238861083984,80.79251098632812,80.16570281982422,80.33141326904297,70.00730895996094,434500
2015-02-09,79.32997131347656,80.6412124633789,79.2867431640625,80.2953872680664,69.97592163085938,362600
2015-02-10,81.30403137207031,81.88040161132812,80.61238861083984,81.61383056640625,71.12492370605469,561500
2015-02-11,81.4193115234375,81.65705871582031,80.86455535888672,81.4193115234375,70.95540618896484,505900
2015-02-12,81.55619812011719,82.19740295410156,81.39769744873047,81.8587875366211,71.33839416503906,681700
2015-02-13,81.70028686523438,81.92362976074219,81.39769744873047,81.67147064208984,71.17514038085938,571300
2015-02-17,80.53314208984375,81.3544692993164,80.53314208984375,80.87895965576172,70.82186889648438,576800
2015-02-18,80.51873016357422,81.21758270263672,80.21614074707031,81.05907440185547,70.97957611083984,426500
2015-02-19,79.67578887939453,81.0014419555664,79.65418243408203,80.85734558105469,70.80294036865234,993800
2015-02-20,80.34581756591797,81.80115509033203,79.94956970214844,81.70748901367188,71.54737854003906,804000
2015-02-23,80.92939758300781,81.81555938720703,80.72766876220703,81.53458404541016,71.39595794677734,623600
2015-02-24,81.66426849365234,81.75792694091797,80.85014343261719,81.02305603027344,70.94804382324219,437400
2015-02-25,80.95101165771484,81.75792694091797,80.92218780517578,81.73631286621094,71.57260131835938,346400
2015-02-26,81.426513671875,81.779541015625,80.85014343261719,81.19596862792969,71.0994644165039,349200
2015-02-27,81.426513671875,81.426513671875,80.80691528320312,81.05187225341797,70.9732666015625,445900
2015-03-02,81.05187225341797,82.46397399902344,81.05187225341797,82.26224517822266,72.03314208984375,549300
2015-03-03,81.3688735961914,82.2046127319336,81.3616714477539,82.132568359375,71.91959381103516,667300
2015-03-04,81.1311264038086,81.74351501464844,80.74207305908203,81.26080322265625,71.1562271118164,942400
2015-03-05,81.39769744873047,82.32708740234375,81.19596862792969,81.69308471679688,71.5347671508789,644300
2015-03-06,81.03025817871094,81.11671447753906,80.46829986572266,80.69164276123047,70.65785217285156,642000
2015-03-09,81.20317077636719,81.99567413330078,80.95821380615234,81.67147064208984,71.51581573486328,430000
2015-03-10,80.95101165771484,81.02305603027344,80.3602294921875,80.51152801513672,70.50011444091797,480200
2015-03-11,80.44668579101562,80.75648498535156,79.7190170288086,80.41065979003906,70.41180419921875,524100
2015-03-12,80.41065979003906,81.4985580444336,80.20893096923828,81.4337158203125,71.3076400756836,362900
2015-03-13,80.367431640625,80.74207305908203,79.89913177490234,80.58357238769531,70.56321716308594,549300
2015-03-16,81.1455307006836,82.42074584960938,81.03746032714844,82.16858673095703,71.95113372802734,404600
2015-03-17,81.67147064208984,82.18299865722656,81.45532989501953,81.88761138916016,71.7051010131836,427500
2015-03-18,81.76512908935547,83.43659973144531,81.31124114990234,83.01873016357422,72.69556427001953,556300
2015-03-19,82.14697265625,82.33429718017578,81.7219009399414,81.95965576171875,71.76818084716797,675200
